Report Start,Report End,Day of the Week,Age,Gender,Impressions,Clicks,Click Through Rate,Amount Spent,Total Conversions,Total Conversion Rate,Cost / Total Conversion,Approved Conversions,Approved Conversion Rate,Cost / Approved Conversion,Disapproved Conversions,Disapproved Conversion Rate,Cost / Disapproved Conversion
28/08/2017,28/08/2017,Monday,30-34,Female,565565,113,0.02%,$169.67,7,6.0%,$24.24,4,4%,$42.42,3,43%,$8.08
28/08/2017,28/08/2017,Monday,35-39,Male,271091,42,0.02%,$78.04,3,7.0%,$26.01,1,2%,$78.04,2,67%,$13.01
28/08/2017,28/08/2017,Monday,30-34,Female,182265,27,0.01%,$38.18,2,7.0%,$19.09,1,4%,$38.18,1,50%,$19.09
28/08/2017,28/08/2017,Monday,35-39,Male,108362,13,0.01%,$22.43,1,8.0%,$22.43,1,8%,$22.43,0,0%,$0
28/08/2017,28/08/2017,Monday,30-34,Female,670608,130,0.02%,$195.15,11,8.0%,$17.74,3,2%,$65.05,8,73%,$2.22
28/08/2017,28/08/2017,Monday,30-34,Female,87832,11,0.01%,$18.10,1,9.0%,$18.10,1,9%,$18.10,0,0%,$0
28/08/2017,28/08/2017,Monday,30-34,Female,253758,43,0.02%,$62.14,4,9.0%,$15.54,1,2%,$62.14,3,75%,$5.18
28/08/2017,28/08/2017,Monday,30-34,Female,333345,52,0.02%,$77.59,5,10.0%,$15.52,1,2%,$77.59,4,80%,$3.88
28/08/2017,28/08/2017,Monday,30-34,Male,459690,50,0.01%,$86.33,5,10.0%,$17.27,2,4%,$43.17,3,60%,$5.76
28/08/2017,28/08/2017,Monday,30-34,Female,33144,9,0.03%,$13.41,1,11.0%,$13.41,0,0%,$0.00,1,100%,$13.41
28/08/2017,28/08/2017,Monday,35-39,Male,188596,27,0.01%,$44.14,3,11.0%,$14.71,0,0%,$0.00,3,100%,$4.90
28/08/2017,28/08/2017,Monday,35-39,Male,447952,68,0.02%,$131.58,8,12.0%,$16.45,1,1%,$131.58,7,88%,$2.35
28/08/2017,28/08/2017,Monday,30-34,Female,319131,51,0.02%,$76.68,6,12.0%,$12.78,1,2%,$76.68,5,83%,$2.56
28/08/2017,28/08/2017,Monday,30-34,Female,87043,16,0.02%,$24.48,2,13.0%,$12.24,0,0%,$0.00,2,100%,$6.12
28/08/2017,28/08/2017,Monday,30-34,Male,750060,86,0.01%,$161.91,11,13.0%,$14.72,2,2%,$80.96,9,82%,$1.64
28/08/2017,28/08/2017,Monday,35-39,Male,237603,37,0.02%,$62.25,5,14.0%,$12.45,2,5%,$31.13,3,60%,$4.15
28/08/2017,28/08/2017,Monday,30-34,Female,39337,7,0.02%,$10.03,1,14.0%,$10.03,1,14%,$10.03,0,0%,$0
28/08/2017,28/08/2017,Monday,35-39,Female,14670,7,0.05%,$9.41,1,14.0%,$9.41,0,0%,$0.00,1,100%,$9.41
28/08/2017,28/08/2017,Monday,35-39,Male,127476,21,0.02%,$30.15,3,14.0%,$10.05,2,10%,$15.08,1,33%,$10.05
28/08/2017,28/08/2017,Monday,30-34,Female,51509,7,0.01%,$11.57,1,14.0%,$11.57,0,0%,$0.00,1,100%,$11.57
28/08/2017,28/08/2017,Monday,30-34,Female,1117371,177,0.02%,$268.05,26,15.0%,$10.31,5,3%,$53.61,21,81%,$0.49
28/08/2017,28/08/2017,Monday,30-34,Male,581281,65,0.01%,$115.12,10,15.0%,$11.51,5,8%,$23.02,5,50%,$2.30
28/08/2017,28/08/2017,Monday,35-39,Male,256598,38,0.01%,$64.47,6,16.0%,$10.75,1,3%,$64.47,5,83%,$2.15
28/08/2017,28/08/2017,Monday,30-34,Male,56615,12,0.02%,$19.88,2,17.0%,$9.94,0,0%,$0.00,2,100%,$4.97
28/08/2017,28/08/2017,Monday,35-39,Male,165177,23,0.01%,$41.72,4,17.0%,$10.43,1,4%,$41.72,3,75%,$3.48
28/08/2017,28/08/2017,Monday,30-34,Male,637648,67,0.01%,$122.40,13,19.0%,$9.42,5,7%,$24.48,8,62%,$1.18
28/08/2017,28/08/2017,Monday,30-34,Male,1194718,141,0.01%,$254.05,28,20.0%,$9.07,14,10%,$18.15,14,50%,$0.65
28/08/2017,28/08/2017,Monday,30-34,Male,15910,5,0.03%,$6.78,1,20.0%,$6.78,0,0%,$0.00,1,100%,$6.78
28/08/2017,28/08/2017,Monday,35-39,Male,88970,10,0.01%,$14.83,2,20.0%,$7.42,0,0%,$0.00,2,100%,$3.71
28/08/2017,28/08/2017,Monday,35-39,Male,76355,9,0.01%,$14.63,2,22.0%,$7.32,0,0%,$0.00,2,100%,$3.66
28/08/2017,28/08/2017,Monday,35-39,Male,14615,4,0.03%,$6.05,1,25.0%,$6.05,0,0%,$0.00,1,100%,$6.05
28/08/2017,28/08/2017,Monday,40-44,Male,9735,4,0.04%,$4.13,1,25.0%,$4.13,1,25%,$4.13,0,0%,$0
28/08/2017,28/08/2017,Monday,30-34,Female,213016,30,0.01%,$44.22,8,27.0%,$5.53,2,7%,$22.11,6,75%,$0.92
28/08/2017,28/08/2017,Monday,30-34,Male,83591,7,0.01%,$14.14,2,29.0%,$7.07,2,29%,$7.07,0,0%,$0
28/08/2017,28/08/2017,Monday,45-49,Male,10466,3,0.03%,$4.09,1,33.0%,$4.09,0,0%,$0.00,1,100%,$4.09
28/08/2017,28/08/2017,Monday,30-34,Female,13479,3,0.02%,$4.25,1,33.0%,$4.25,0,0%,$0.00,1,100%,$4.25
28/08/2017,28/08/2017,Monday,30-34,Male,11735,3,0.03%,$4.53,1,33.0%,$4.53,1,33%,$4.53,0,0%,$0
28/08/2017,28/08/2017,Monday,30-34,Female,23368,3,0.01%,$4.30,1,33.0%,$4.30,0,0%,$0.00,1,100%,$4.30
28/08/2017,28/08/2017,Monday,35-39,Male,11446,2,0.02%,$3.09,1,50.0%,$3.09,1,50%,$3.09,0,0%,$0
28/08/2017,28/08/2017,Monday,30-34,Male,9388,2,0.02%,$3.14,1,50.0%,$3.14,0,0%,$0.00,1,100%,$3.14
28/08/2017,28/08/2017,Monday,35-39,Male,21743,2,0.01%,$3.40,1,50.0%,$3.40,0,0%,$0.00,1,100%,$3.40
28/08/2017,28/08/2017,Monday,30-34,Female,5576,1,0.02%,$1.53,1,100.0%,$1.53,1,100%,$1.53,0,0%,$0
28/08/2017,28/08/2017,Monday,30-34,Male,29945,1,0.00%,$1.59,2,200.0%,$0.80,1,100%,$1.59,1,50%,$0.80
28/08/2017,28/08/2017,Monday,30-34,Male,20618,1,0.00%,$2.10,2,200.0%,$1.05,1,100%,$2.10,1,50%,$1.05
28/08/2017,28/08/2017,Monday,35-39,Male,239,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
28/08/2017,28/08/2017,Monday,40-44,Male,834,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
28/08/2017,28/08/2017,Monday,45-49,Male,1299,0,0.00%,$0.00,2,0.0%,$0.00,0,0%,$0.00,2,100%,$0.00
28/08/2017,28/08/2017,Monday,45-49,Male,371,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
28/08/2017,28/08/2017,Monday,30-34,Female,4010,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
28/08/2017,28/08/2017,Monday,30-34,Female,1635,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
28/08/2017,28/08/2017,Monday,30-34,Female,1631,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
28/08/2017,28/08/2017,Monday,35-39,Male,4595,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
28/08/2017,28/08/2017,Monday,30-34,Male,4871,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
28/08/2017,28/08/2017,Monday,35-39,Male,3199,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
28/08/2017,28/08/2017,Monday,30-34,Male,1371,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
28/08/2017,28/08/2017,Monday,30-34,Male,24362,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
29/08/2017,29/08/2017,Tuesday,35-39,Male,368986,59,0.02%,$100.29,0,0.0%,#DIV/0!,0,0%,$0.00,0,0%,$0
29/08/2017,29/08/2017,Tuesday,40-44,Female,258954,61,0.02%,$82.28,1,2.0%,$82.28,0,0%,$0.00,1,100%,$82.28
29/08/2017,29/08/2017,Tuesday,45-49,Female,699314,164,0.02%,$226.03,3,2.0%,$75.34,0,0%,$0.00,3,100%,$25.11
29/08/2017,29/08/2017,Tuesday,45-49,Male,334945,72,0.02%,$120.30,2,3.0%,$60.15,1,1%,$120.30,1,50%,$60.15
29/08/2017,29/08/2017,Tuesday,35-39,Male,550954,84,0.02%,$150.14,3,4.0%,$50.05,0,0%,$0.00,3,100%,$16.68
29/08/2017,29/08/2017,Tuesday,35-39,Female,112460,25,0.02%,$41.29,1,4.0%,$41.29,0,0%,$0.00,1,100%,$41.29
29/08/2017,29/08/2017,Tuesday,40-44,Female,233043,49,0.02%,$65.03,2,4.0%,$32.52,0,0%,$0.00,2,100%,$16.26
29/08/2017,29/08/2017,Tuesday,35-39,Female,89527,24,0.03%,$32.29,1,4.0%,$32.29,0,0%,$0.00,1,100%,$32.29
29/08/2017,29/08/2017,Tuesday,45-49,Male,563074,86,0.02%,$142.71,4,5.0%,$35.68,2,2%,$71.36,2,50%,$17.84
29/08/2017,29/08/2017,Tuesday,30-34,Female,328272,35,0.01%,$55.99,2,6.0%,$28.00,1,3%,$55.99,1,50%,$28.00
29/08/2017,29/08/2017,Tuesday,40-44,Female,133419,35,0.03%,$48.18,2,6.0%,$24.09,1,3%,$48.18,1,50%,$24.09
29/08/2017,29/08/2017,Tuesday,35-39,Female,128616,33,0.03%,$48.55,2,6.0%,$24.28,0,0%,$0.00,2,100%,$12.14
29/08/2017,29/08/2017,Tuesday,30-34,Female,705712,98,0.01%,$147.34,6,6.0%,$24.56,1,1%,$147.34,5,83%,$4.91
29/08/2017,29/08/2017,Tuesday,40-44,Female,181053,46,0.03%,$66.28,3,7.0%,$22.09,1,2%,$66.28,2,67%,$11.05
29/08/2017,29/08/2017,Tuesday,35-39,Male,95691,15,0.02%,$25.26,1,7.0%,$25.26,1,7%,$25.26,0,0%,$0
29/08/2017,29/08/2017,Tuesday,45-49,Male,309823,60,0.02%,$103.39,4,7.0%,$25.85,4,7%,$25.85,0,0%,$0
29/08/2017,29/08/2017,Tuesday,45-49,Male,68859,15,0.02%,$25.46,1,7.0%,$25.46,0,0%,$0.00,1,100%,$25.46
29/08/2017,29/08/2017,Tuesday,35-39,Male,99961,14,0.01%,$23.21,1,7.0%,$23.21,0,0%,$0.00,1,100%,$23.21
29/08/2017,29/08/2017,Tuesday,45-49,Male,468749,84,0.02%,$134.12,6,7.0%,$22.35,1,1%,$134.12,5,83%,$4.47
29/08/2017,29/08/2017,Tuesday,45-49,Male,164356,28,0.02%,$46.79,2,7.0%,$23.40,1,4%,$46.79,1,50%,$23.40
29/08/2017,29/08/2017,Tuesday,35-39,Male,378350,55,0.01%,$96.48,4,7.0%,$24.12,0,0%,$0.00,4,100%,$6.03
29/08/2017,29/08/2017,Tuesday,45-49,Male,327227,65,0.02%,$116.56,5,8.0%,$23.31,0,0%,$0.00,5,100%,$4.66
29/08/2017,29/08/2017,Tuesday,35-39,Male,1040330,147,0.01%,$254.25,13,9.0%,$19.56,2,1%,$127.13,11,85%,$1.78
29/08/2017,29/08/2017,Tuesday,30-34,Female,740631,101,0.01%,$153.12,9,9.0%,$17.01,1,1%,$153.12,8,89%,$2.13
29/08/2017,29/08/2017,Tuesday,35-39,Female,222739,55,0.02%,$68.56,5,9.0%,$13.71,2,4%,$34.28,3,60%,$4.57
29/08/2017,29/08/2017,Tuesday,35-39,Female,158298,37,0.02%,$46.43,4,11.0%,$11.61,1,3%,$46.43,3,75%,$3.87
29/08/2017,29/08/2017,Tuesday,35-39,Male,492784,56,0.01%,$95.51,7,13.0%,$13.64,4,7%,$23.88,3,43%,$4.55
29/08/2017,29/08/2017,Tuesday,35-39,Male,327158,43,0.01%,$72.31,6,14.0%,$12.05,2,5%,$36.16,4,67%,$3.01
29/08/2017,29/08/2017,Tuesday,35-39,Male,49422,6,0.01%,$11.17,1,17.0%,$11.17,0,0%,$0.00,1,100%,$11.17
29/08/2017,29/08/2017,Tuesday,35-39,Male,131091,18,0.01%,$34.23,3,17.0%,$11.41,1,6%,$34.23,2,67%,$5.71
29/08/2017,29/08/2017,Tuesday,30-34,Female,275930,30,0.01%,$46.78,5,17.0%,$9.36,2,7%,$23.39,3,60%,$3.12
29/08/2017,29/08/2017,Tuesday,30-34,Male,3052003,340,0.01%,$639.95,60,18.0%,$10.67,17,5%,$37.64,43,72%,$0.25
29/08/2017,29/08/2017,Tuesday,45-49,Male,60314,11,0.02%,$16.94,2,18.0%,$8.47,1,9%,$16.94,1,50%,$8.47
29/08/2017,29/08/2017,Tuesday,30-34,Male,1267550,123,0.01%,$236.77,24,20.0%,$9.87,10,8%,$23.68,14,58%,$0.70
29/08/2017,29/08/2017,Tuesday,35-39,Male,75804,10,0.01%,$17.37,2,20.0%,$8.69,1,10%,$17.37,1,50%,$8.69
29/08/2017,29/08/2017,Tuesday,35-39,Female,20780,5,0.02%,$8.19,1,20.0%,$8.19,0,0%,$0.00,1,100%,$8.19
29/08/2017,29/08/2017,Tuesday,35-39,Male,10332,4,0.04%,$5.75,1,25.0%,$5.75,0,0%,$0.00,1,100%,$5.75
29/08/2017,29/08/2017,Tuesday,40-44,Female,10750,4,0.04%,$5.39,1,25.0%,$5.39,0,0%,$0.00,1,100%,$5.39
29/08/2017,29/08/2017,Tuesday,30-34,Female,178455,20,0.01%,$31.54,6,30.0%,$5.26,3,15%,$10.51,3,50%,$1.75
29/08/2017,29/08/2017,Tuesday,35-39,Male,8259,3,0.04%,$3.98,1,33.0%,$3.98,0,0%,$0.00,1,100%,$3.98
29/08/2017,29/08/2017,Tuesday,35-39,Male,12158,3,0.02%,$4.45,1,33.0%,$4.45,0,0%,$0.00,1,100%,$4.45
29/08/2017,29/08/2017,Tuesday,35-39,Male,12382,2,0.02%,$2.84,1,50.0%,$2.84,1,50%,$2.84,0,0%,$0
29/08/2017,29/08/2017,Tuesday,35-39,Female,7116,2,0.03%,$1.73,1,50.0%,$1.73,1,50%,$1.73,0,0%,$0
29/08/2017,29/08/2017,Tuesday,35-39,Female,16274,4,0.02%,$6.08,2,50.0%,$3.04,0,0%,$0.00,2,100%,$1.52
29/08/2017,29/08/2017,Tuesday,30-34,Female,5369,1,0.02%,$1.51,1,100.0%,$1.51,0,0%,$0.00,1,100%,$1.51
29/08/2017,29/08/2017,Tuesday,35-39,Male,2938,1,0.03%,$1.35,1,100.0%,$1.35,1,100%,$1.35,0,0%,$0
29/08/2017,29/08/2017,Tuesday,40-44,Male,7709,2,0.03%,$1.32,2,100.0%,$0.66,0,0%,$0.00,2,100%,$0.33
29/08/2017,29/08/2017,Tuesday,30-34,Male,7629,1,0.01%,$0.72,1,100.0%,$0.72,1,100%,$0.72,0,0%,$0
29/08/2017,29/08/2017,Tuesday,45-49,Male,4397,1,0.02%,$0.95,1,100.0%,$0.95,0,0%,$0.00,1,100%,$0.95
29/08/2017,29/08/2017,Tuesday,45-49,Female,2077,1,0.05%,$1.51,1,100.0%,$1.51,1,100%,$1.51,0,0%,$0
29/08/2017,29/08/2017,Tuesday,30-34,Male,30068,1,0.00%,$1.82,1,100.0%,$1.82,0,0%,$0.00,1,100%,$1.82
29/08/2017,29/08/2017,Tuesday,35-39,Male,59390,5,0.01%,$9.21,5,100.0%,$1.84,3,60%,$3.07,2,40%,$0.92
29/08/2017,29/08/2017,Tuesday,35-39,Male,15513,1,0.01%,$1.29,1,100.0%,$1.29,0,0%,$0.00,1,100%,$1.29
29/08/2017,29/08/2017,Tuesday,30-34,Female,8613,1,0.01%,$0.89,2,200.0%,$0.45,0,0%,$0.00,2,100%,$0.22
29/08/2017,29/08/2017,Tuesday,30-34,Male,735,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
29/08/2017,29/08/2017,Tuesday,30-34,Male,5117,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
29/08/2017,29/08/2017,Tuesday,30-34,Male,5120,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
29/08/2017,29/08/2017,Tuesday,30-34,Female,1186,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
29/08/2017,29/08/2017,Tuesday,35-39,Male,591,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
29/08/2017,29/08/2017,Tuesday,30-34,Male,4608,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
29/08/2017,29/08/2017,Tuesday,35-39,Male,3732,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
29/08/2017,29/08/2017,Tuesday,30-34,Male,1738,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
29/08/2017,29/08/2017,Tuesday,40-44,Male,4414,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
29/08/2017,29/08/2017,Tuesday,45-49,Male,1006,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
29/08/2017,29/08/2017,Tuesday,35-39,Female,2459,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
29/08/2017,29/08/2017,Tuesday,30-34,Female,529,0,0.00%,$0.00,0,0.0%,#DIV/0!,0,0%,$0.00,0,0%,$0
29/08/2017,29/08/2017,Tuesday,40-44,Female,415,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
29/08/2017,29/08/2017,Tuesday,35-39,Female,810,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
29/08/2017,29/08/2017,Tuesday,35-39,Male,7573,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
29/08/2017,29/08/2017,Tuesday,35-39,Male,9921,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
30/08/2017,30/08/2017,Wednesday,45-49,Male,378171,70,0.02%,$109.25,1,1.0%,$109.25,0,0%,$0.00,1,100%,$109.25
30/08/2017,30/08/2017,Wednesday,35-39,Male,358987,52,0.01%,$87.55,1,2.0%,$87.55,0,0%,$0.00,1,100%,$87.55
30/08/2017,30/08/2017,Wednesday,35-39,Female,222378,50,0.02%,$72.91,1,2.0%,$72.91,0,0%,$0.00,1,100%,$72.91
30/08/2017,30/08/2017,Wednesday,45-49,Male,506916,89,0.02%,$133.70,2,2.0%,$66.85,2,2%,$66.85,0,0%,$0
30/08/2017,30/08/2017,Wednesday,45-49,Male,1228924,190,0.02%,$318.97,6,3.0%,$53.16,3,2%,$106.32,3,50%,$17.72
30/08/2017,30/08/2017,Wednesday,40-44,Female,947657,233,0.02%,$321.87,8,3.0%,$40.23,4,2%,$80.47,4,50%,$10.06
30/08/2017,30/08/2017,Wednesday,45-49,Male,415798,80,0.02%,$131.78,3,4.0%,$43.93,1,1%,$131.78,2,67%,$21.96
30/08/2017,30/08/2017,Wednesday,45-49,Male,154572,26,0.02%,$40.93,1,4.0%,$40.93,1,4%,$40.93,0,0%,$0
30/08/2017,30/08/2017,Wednesday,35-39,Female,139596,26,0.02%,$42.41,1,4.0%,$42.41,1,4%,$42.41,0,0%,$0
30/08/2017,30/08/2017,Wednesday,35-39,Male,826205,125,0.02%,$232.37,5,4.0%,$46.47,1,1%,$232.37,4,80%,$11.62
30/08/2017,30/08/2017,Wednesday,35-39,Female,579150,125,0.02%,$167.05,5,4.0%,$33.41,1,1%,$167.05,4,80%,$8.35
30/08/2017,30/08/2017,Wednesday,45-49,Male,2286228,353,0.02%,$603.38,16,5.0%,$37.71,7,2%,$86.20,9,56%,$4.19
30/08/2017,30/08/2017,Wednesday,35-39,Male,274222,43,0.02%,$66.77,2,5.0%,$33.39,1,2%,$66.77,1,50%,$33.39
30/08/2017,30/08/2017,Wednesday,35-39,Female,196967,43,0.02%,$65.18,2,5.0%,$32.59,1,2%,$65.18,1,50%,$32.59
30/08/2017,30/08/2017,Wednesday,35-39,Male,1447755,233,0.02%,$420.58,11,5.0%,$38.23,8,3%,$52.57,3,27%,$12.74
30/08/2017,30/08/2017,Wednesday,45-49,Male,250960,42,0.02%,$64.88,2,5.0%,$32.44,0,0%,$0.00,2,100%,$16.22
30/08/2017,30/08/2017,Wednesday,45-49,Male,915451,125,0.01%,$220.56,6,5.0%,$36.76,1,1%,$220.56,5,83%,$7.35
30/08/2017,30/08/2017,Wednesday,45-49,Male,107671,20,0.02%,$29.91,1,5.0%,$29.91,1,5%,$29.91,0,0%,$0
30/08/2017,30/08/2017,Wednesday,45-49,Male,938283,134,0.01%,$248.64,7,5.0%,$35.52,2,1%,$124.32,5,71%,$7.10
30/08/2017,30/08/2017,Wednesday,35-39,Male,140749,19,0.01%,$30.48,1,5.0%,$30.48,1,5%,$30.48,0,0%,$0
30/08/2017,30/08/2017,Wednesday,35-39,Female,318157,56,0.02%,$85.70,3,5.0%,$28.57,0,0%,$0.00,3,100%,$9.52
30/08/2017,30/08/2017,Wednesday,40-44,Female,611601,138,0.02%,$191.42,8,6.0%,$23.93,3,2%,$63.81,5,63%,$4.79
30/08/2017,30/08/2017,Wednesday,35-39,Female,449588,81,0.02%,$123.80,5,6.0%,$24.76,2,2%,$61.90,3,60%,$8.25
30/08/2017,30/08/2017,Wednesday,40-44,Female,205289,48,0.02%,$71.53,3,6.0%,$23.84,0,0%,$0.00,3,100%,$7.95
30/08/2017,30/08/2017,Wednesday,35-39,Female,41785,14,0.03%,$19.10,1,7.0%,$19.10,0,0%,$0.00,1,100%,$19.10
30/08/2017,30/08/2017,Wednesday,35-39,Female,127546,25,0.02%,$38.94,2,8.0%,$19.47,0,0%,$0.00,2,100%,$9.74
30/08/2017,30/08/2017,Wednesday,30-34,Male,93015,12,0.01%,$18.47,1,8.0%,$18.47,0,0%,$0.00,1,100%,$18.47
30/08/2017,30/08/2017,Wednesday,35-39,Female,105399,22,0.02%,$33.20,2,9.0%,$16.60,0,0%,$0.00,2,100%,$8.30
30/08/2017,30/08/2017,Wednesday,35-39,Female,707260,135,0.02%,$210.82,13,10.0%,$16.22,6,4%,$35.14,7,54%,$2.32
30/08/2017,30/08/2017,Wednesday,35-39,Male,685781,103,0.02%,$177.89,10,10.0%,$17.79,1,1%,$177.89,9,90%,$1.98
30/08/2017,30/08/2017,Wednesday,45-49,Male,127125,20,0.02%,$35.68,2,10.0%,$17.84,0,0%,$0.00,2,100%,$8.92
30/08/2017,30/08/2017,Wednesday,30-34,Male,156101,19,0.01%,$29.75,2,11.0%,$14.88,2,11%,$14.88,0,0%,$0
30/08/2017,30/08/2017,Wednesday,30-34,Male,447420,66,0.01%,$110.24,7,11.0%,$15.75,2,3%,$55.12,5,71%,$3.15
30/08/2017,30/08/2017,Wednesday,30-34,Female,221843,43,0.02%,$63.45,5,12.0%,$12.69,0,0%,$0.00,5,100%,$2.54
30/08/2017,30/08/2017,Wednesday,30-34,Male,14669,7,0.05%,$10.28,1,14.0%,$10.28,1,14%,$10.28,0,0%,$0
30/08/2017,30/08/2017,Wednesday,45-49,Male,159478,20,0.01%,$33.90,3,15.0%,$11.30,1,5%,$33.90,2,67%,$5.65
30/08/2017,30/08/2017,Wednesday,35-39,Male,102525,13,0.01%,$20.30,2,15.0%,$10.15,1,8%,$20.30,1,50%,$10.15
30/08/2017,30/08/2017,Wednesday,35-39,Male,110503,25,0.02%,$32.68,4,16.0%,$8.17,0,0%,$0.00,4,100%,$2.04
30/08/2017,30/08/2017,Wednesday,40-44,Male,17488,5,0.03%,$7.72,1,20.0%,$7.72,0,0%,$0.00,1,100%,$7.72
30/08/2017,30/08/2017,Wednesday,45-49,Male,65339,10,0.02%,$16.68,2,20.0%,$8.34,0,0%,$0.00,2,100%,$4.17
30/08/2017,30/08/2017,Wednesday,35-39,Female,148616,25,0.02%,$37.40,6,24.0%,$6.23,4,16%,$9.35,2,33%,$3.12
30/08/2017,30/08/2017,Wednesday,30-34,Male,12729,4,0.03%,$5.78,1,25.0%,$5.78,0,0%,$0.00,1,100%,$5.78
30/08/2017,30/08/2017,Wednesday,45-49,Male,54237,7,0.01%,$10.78,2,29.0%,$5.39,1,14%,$10.78,1,50%,$5.39
30/08/2017,30/08/2017,Wednesday,30-34,Male,9502,3,0.03%,$3.16,1,33.0%,$3.16,0,0%,$0.00,1,100%,$3.16
30/08/2017,30/08/2017,Wednesday,40-44,Male,11292,3,0.03%,$5.39,1,33.0%,$5.39,1,33%,$5.39,0,0%,$0
30/08/2017,30/08/2017,Wednesday,30-34,Female,41672,6,0.01%,$10.55,2,33.0%,$5.28,1,17%,$10.55,1,50%,$5.28
30/08/2017,30/08/2017,Wednesday,35-39,Male,21026,4,0.02%,$4.63,2,50.0%,$2.32,1,25%,$4.63,1,50%,$2.32
30/08/2017,30/08/2017,Wednesday,35-39,Male,9750,2,0.02%,$1.50,1,50.0%,$1.50,1,50%,$1.50,0,0%,$0
30/08/2017,30/08/2017,Wednesday,35-39,Male,8077,2,0.02%,$3.58,1,50.0%,$3.58,1,50%,$3.58,0,0%,$0
30/08/2017,30/08/2017,Wednesday,30-34,Male,6184,2,0.03%,$2.75,1,50.0%,$2.75,1,50%,$2.75,0,0%,$0
30/08/2017,30/08/2017,Wednesday,45-49,Male,17662,2,0.01%,$3.19,1,50.0%,$3.19,0,0%,$0.00,1,100%,$3.19
30/08/2017,30/08/2017,Wednesday,35-39,Male,28194,3,0.01%,$3.71,2,67.0%,$1.86,0,0%,$0.00,2,100%,$0.93
30/08/2017,30/08/2017,Wednesday,30-34,Male,4259,1,0.02%,$1.25,1,100.0%,$1.25,0,0%,$0.00,1,100%,$1.25
30/08/2017,30/08/2017,Wednesday,30-34,Male,2305,1,0.04%,$0.57,1,100.0%,$0.57,0,0%,$0.00,1,100%,$0.57
30/08/2017,30/08/2017,Wednesday,35-39,Male,4627,1,0.02%,$1.69,1,100.0%,$1.69,0,0%,$0.00,1,100%,$1.69
30/08/2017,30/08/2017,Wednesday,45-49,Male,4333,1,0.02%,$0.18,1,100.0%,$0.18,1,100%,$0.18,0,0%,$0
30/08/2017,30/08/2017,Wednesday,30-34,Male,7453,1,0.01%,$1.68,1,100.0%,$1.68,1,100%,$1.68,0,0%,$0
30/08/2017,30/08/2017,Wednesday,35-39,Female,5602,1,0.02%,$1.58,1,100.0%,$1.58,0,0%,$0.00,1,100%,$1.58
30/08/2017,30/08/2017,Wednesday,30-34,Male,1224,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
30/08/2017,30/08/2017,Wednesday,30-34,Male,1241,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
30/08/2017,30/08/2017,Wednesday,30-34,Male,1024,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
30/08/2017,30/08/2017,Wednesday,45-49,Male,1136,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
30/08/2017,30/08/2017,Wednesday,35-39,Male,6260,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
